colid,colname
884_3_0,Number of days/week of moderate physical activity 10+ minutes
894_0_0,Duration of moderate activity
894_1_0,Duration of moderate activity
894_2_0,Duration of moderate activity
894_3_0,Duration of moderate activity
904_0_0,Number of days/week of vigorous physical activity 10+ minutes
904_1_0,Number of days/week of vigorous physical activity 10+ minutes
904_2_0,Number of days/week of vigorous physical activity 10+ minutes
904_3_0,Number of days/week of vigorous physical activity 10+ minutes
914_0_0,Duration of vigorous activity
914_1_0,Duration of vigorous activity
914_2_0,Duration of vigorous activity
914_3_0,Duration of vigorous activity
924_0_0,Usual walking pace
924_1_0,Usual walking pace
924_2_0,Usual walking pace
924_3_0,Usual walking pace
943_0_0,Frequency of stair climbing in last 4 weeks
943_1_0,Frequency of stair climbing in last 4 weeks
943_2_0,Frequency of stair climbing in last 4 weeks
943_3_0,Frequency of stair climbing in last 4 weeks
971_0_0,Frequency of walking for pleasure in last 4 weeks
971_1_0,Frequency of walking for pleasure in last 4 weeks
971_2_0,Frequency of walking for pleasure in last 4 weeks
971_3_0,Frequency of walking for pleasure in last 4 weeks
981_0_0,Duration walking for pleasure
981_1_0,Duration walking for pleasure
981_2_0,Duration walking for pleasure
981_3_0,Duration walking for pleasure
991_0_0,Frequency of strenuous sports in last 4 weeks
991_1_0,Frequency of strenuous sports in last 4 weeks
991_2_0,Frequency of strenuous sports in last 4 weeks
991_3_0,Frequency of strenuous sports in last 4 weeks
1001_0_0,Duration of strenuous sports
1001_1_0,Duration of strenuous sports
1001_2_0,Duration of strenuous sports
1001_3_0,Duration of strenuous sports
1011_0_0,Frequency of light DIY in last 4 weeks
1011_1_0,Frequency of light DIY in last 4 weeks
1011_2_0,Frequency of light DIY in last 4 weeks
1011_3_0,Frequency of light DIY in last 4 weeks
1021_0_0,Duration of light DIY
1021_1_0,Duration of light DIY
1021_2_0,Duration of light DIY
1021_3_0,Duration of light DIY
1031_0_0,Frequency of friend/family visits
1031_1_0,Frequency of friend/family visits
1031_2_0,Frequency of friend/family visits
1031_3_0,Frequency of friend/family visits
1050_0_0,Time spend outdoors in summer
1050_1_0,Time spend outdoors in summer
1050_2_0,Time spend outdoors in summer
1050_3_0,Time spend outdoors in summer
1060_0_0,Time spent outdoors in winter
1060_1_0,Time spent outdoors in winter
1060_2_0,Time spent outdoors in winter
1060_3_0,Time spent outdoors in winter
1070_0_0,Time spent watching television (TV)
1070_1_0,Time spent watching television (TV)
1070_2_0,Time spent watching television (TV)
1070_3_0,Time spent watching television (TV)
1080_0_0,Time spent using computer
1080_1_0,Time spent using computer
1080_2_0,Time spent using computer
1080_3_0,Time spent using computer
1090_0_0,Time spent driving
1090_1_0,Time spent driving
1090_2_0,Time spent driving
1090_3_0,Time spent driving
1100_0_0,Drive faster than motorway speed limit
1100_1_0,Drive faster than motorway speed limit
1100_2_0,Drive faster than motorway speed limit
1100_3_0,Drive faster than motorway speed limit
1110_0_0,Length of mobile phone use
1110_1_0,Length of mobile phone use
1110_2_0,Length of mobile phone use
1110_3_0,Length of mobile phone use
1120_0_0,Weekly usage of mobile phone in last 3 months
1120_1_0,Weekly usage of mobile phone in last 3 months
1120_2_0,Weekly usage of mobile phone in last 3 months
1120_3_0,Weekly usage of mobile phone in last 3 months
1130_0_0,Hands-free device/speakerphone use with mobile phone in last 3 month
1130_1_0,Hands-free device/speakerphone use with mobile phone in last 3 month
1130_2_0,Hands-free device/speakerphone use with mobile phone in last 3 month
1130_3_0,Hands-free device/speakerphone use with mobile phone in last 3 month
1140_0_0,Difference in mobile phone use compared to two years previously
1140_1_0,Difference in mobile phone use compared to two years previously
1140_2_0,Difference in mobile phone use compared to two years previously
1140_3_0,Difference in mobile phone use compared to two years previously
1150_0_0,Usual side of head for mobile phone use
1150_1_0,Usual side of head for mobile phone use
1150_2_0,Usual side of head for mobile phone use
1150_3_0,Usual side of head for mobile phone use
1160_0_0,Sleep duration
1160_1_0,Sleep duration
1160_2_0,Sleep duration
1160_3_0,Sleep duration
1170_0_0,Getting up in morning
1170_1_0,Getting up in morning
1170_2_0,Getting up in morning
1170_3_0,Getting up in morning
1180_0_0,Morning/evening person (chronotype)
1180_1_0,Morning/evening person (chronotype)
1180_2_0,Morning/evening person (chronotype)
1180_3_0,Morning/evening person (chronotype)
1190_0_0,Nap during day
1190_1_0,Nap during day
1190_2_0,Nap during day
1190_3_0,Nap during day
1200_0_0,Sleeplessness / insomnia
1200_1_0,Sleeplessness / insomnia
1200_2_0,Sleeplessness / insomnia
1200_3_0,Sleeplessness / insomnia
1210_0_0,Snoring
1210_1_0,Snoring
1210_2_0,Snoring
1210_3_0,Snoring
1220_0_0,Daytime dozing / sleeping (narcolepsy)
1389_1_0,Pork intake
1220_1_0,Daytime dozing / sleeping (narcolepsy)
1220_2_0,Daytime dozing / sleeping (narcolepsy)
1220_3_0,Daytime dozing / sleeping (narcolepsy)
1239_0_0,Current tobacco smoking
1239_1_0,Current tobacco smoking
1239_2_0,Current tobacco smoking
1239_3_0,Current tobacco smoking
1249_0_0,Past tobacco smoking
1249_1_0,Past tobacco smoking
1249_2_0,Past tobacco smoking
1249_3_0,Past tobacco smoking
1259_0_0,Smoking/smokers in household
1259_1_0,Smoking/smokers in household
1259_2_0,Smoking/smokers in household
1259_3_0,Smoking/smokers in household
1269_0_0,Exposure to tobacco smoke at home
1269_1_0,Exposure to tobacco smoke at home
1269_2_0,Exposure to tobacco smoke at home
1269_3_0,Exposure to tobacco smoke at home
1279_0_0,Exposure to tobacco smoke outside home
1279_1_0,Exposure to tobacco smoke outside home
1279_2_0,Exposure to tobacco smoke outside home
1279_3_0,Exposure to tobacco smoke outside home
1289_0_0,Cooked vegetable intake
1289_1_0,Cooked vegetable intake
1289_2_0,Cooked vegetable intake
1289_3_0,Cooked vegetable intake
1299_0_0,Salad / raw vegetable intake
1299_1_0,Salad / raw vegetable intake
1299_2_0,Salad / raw vegetable intake
1299_3_0,Salad / raw vegetable intake
1309_0_0,Fresh fruit intake
1309_1_0,Fresh fruit intake
1309_2_0,Fresh fruit intake
1309_3_0,Fresh fruit intake
1319_0_0,Dried fruit intake
1319_1_0,Dried fruit intake
1319_2_0,Dried fruit intake
1319_3_0,Dried fruit intake
1329_0_0,Oily fish intake
1329_1_0,Oily fish intake
1329_2_0,Oily fish intake
1329_3_0,Oily fish intake
1339_0_0,Non-oily fish intake
1339_1_0,Non-oily fish intake
1339_2_0,Non-oily fish intake
1339_3_0,Non-oily fish intake
1349_0_0,Processed meat intake
1349_1_0,Processed meat intake
1349_2_0,Processed meat intake
1349_3_0,Processed meat intake
1359_0_0,Poultry intake
1359_1_0,Poultry intake
1359_2_0,Poultry intake
1359_3_0,Poultry intake
1369_0_0,Beef intake
1369_1_0,Beef intake
1369_2_0,Beef intake
1369_3_0,Beef intake
1379_0_0,Lamb/mutton intake
1379_1_0,Lamb/mutton intake
1379_2_0,Lamb/mutton intake
1379_3_0,Lamb/mutton intake
1389_0_0,Pork intake
1389_2_0,Pork intake
1389_3_0,Pork intake
1408_0_0,Cheese intake
1408_1_0,Cheese intake
1408_2_0,Cheese intake
1408_3_0,Cheese intake
1418_0_0,Milk type used
1418_1_0,Milk type used
1418_2_0,Milk type used
1418_3_0,Milk type used
1428_0_0,Spread type
1428_1_0,Spread type
1428_2_0,Spread type
1428_3_0,Spread type
1438_0_0,Bread intake
1438_1_0,Bread intake
1438_2_0,Bread intake
1438_3_0,Bread intake
1448_0_0,Bread type
1448_1_0,Bread type
1448_2_0,Bread type
1448_3_0,Bread type
1458_0_0,Cereal intake
1458_1_0,Cereal intake
1458_2_0,Cereal intake
1458_3_0,Cereal intake
1468_0_0,Cereal type
1468_1_0,Cereal type
1468_2_0,Cereal type
1468_3_0,Cereal type
1478_0_0,Salt added to food
1478_1_0,Salt added to food
1478_2_0,Salt added to food
1478_3_0,Salt added to food
1488_0_0,Tea intake
1488_1_0,Tea intake
1488_2_0,Tea intake
1488_3_0,Tea intake
1508_0_0,Coffee type
1508_1_0,Coffee type
1508_2_0,Coffee type
1508_3_0,Coffee type
1518_0_0,Hot drink temperature
1518_1_0,Hot drink temperature
1518_2_0,Hot drink temperature
1518_3_0,Hot drink temperature
1528_0_0,Water intake
1528_1_0,Water intake
1528_2_0,Water intake
1528_3_0,Water intake
1538_0_0,Major dietary changes in the last 5 years
1538_1_0,Major dietary changes in the last 5 years
1538_2_0,Major dietary changes in the last 5 years
1538_3_0,Major dietary changes in the last 5 years
1548_0_0,Variation in diet
1548_1_0,Variation in diet
1548_2_0,Variation in diet
1548_3_0,Variation in diet
1558_0_0,Alcohol intake frequency.
1558_1_0,Alcohol intake frequency.
1558_2_0,Alcohol intake frequency.
1558_3_0,Alcohol intake frequency.
1568_0_0,Average weekly red wine intake
1568_1_0,Average weekly red wine intake
1568_2_0,Average weekly red wine intake
1568_3_0,Average weekly red wine intake
1578_0_0,Average weekly champagne plus white wine intake
1578_1_0,Average weekly champagne plus white wine intake
1578_2_0,Average weekly champagne plus white wine intake
1578_3_0,Average weekly champagne plus white wine intake
1588_0_0,Average weekly beer plus cider intake
1588_1_0,Average weekly beer plus cider intake
1588_2_0,Average weekly beer plus cider intake
1588_3_0,Average weekly beer plus cider intake
1598_0_0,Average weekly spirits intake
1598_1_0,Average weekly spirits intake
1598_2_0,Average weekly spirits intake
1598_3_0,Average weekly spirits intake
1608_0_0,Average weekly fortified wine intake
1608_1_0,Average weekly fortified wine intake
1608_2_0,Average weekly fortified wine intake
1608_3_0,Average weekly fortified wine intake
1618_0_0,Alcohol usually taken with meals
1618_1_0,Alcohol usually taken with meals
1618_2_0,Alcohol usually taken with meals
1618_3_0,Alcohol usually taken with meals
1628_0_0,Alcohol intake versus 10 years previously
1628_1_0,Alcohol intake versus 10 years previously
1628_2_0,Alcohol intake versus 10 years previously
1628_3_0,Alcohol intake versus 10 years previously
1647_0_0,Country of birth (UK/elsewhere)
1647_1_0,Country of birth (UK/elsewhere)
1647_2_0,Country of birth (UK/elsewhere)
1677_0_0,Breastfed as a baby
1677_1_0,Breastfed as a baby
1677_2_0,Breastfed as a baby
1687_0_0,Comparative body size at age 10
1687_1_0,Comparative body size at age 10
1687_2_0,Comparative body size at age 10
1697_0_0,Comparative height size at age 10
1697_1_0,Comparative height size at age 10
1697_2_0,Comparative height size at age 10
1707_0_0,Handedness (chirality/laterality)
1707_1_0,Handedness (chirality/laterality)
1707_2_0,Handedness (chirality/laterality)
1717_0_0,Skin colour
1717_1_0,Skin colour
1717_2_0,Skin colour
1727_0_0,Ease of skin tanning
1727_1_0,Ease of skin tanning
1727_2_0,Ease of skin tanning
1737_0_0,Childhood sunburn occasions
1737_1_0,Childhood sunburn occasions
1737_2_0,Childhood sunburn occasions
1747_0_0,"Hair colour (natural, before greying)"
1747_1_0,"Hair colour (natural, before greying)"
1747_2_0,"Hair colour (natural, before greying)"
1757_0_0,Facial ageing
1757_1_0,Facial ageing
1757_2_0,Facial ageing
1757_3_0,Facial ageing
1767_0_0,Adopted as a child
1767_1_0,Adopted as a child
1767_2_0,Adopted as a child
1767_3_0,Adopted as a child
1777_0_0,Part of a multiple birth
1777_1_0,Part of a multiple birth
1777_2_0,Part of a multiple birth
1787_0_0,Maternal smoking around birth
1787_1_0,Maternal smoking around birth
1787_2_0,Maternal smoking around birth
1797_0_0,Father still alive
1797_1_0,Father still alive
1797_2_0,Father still alive
1797_3_0,Father still alive
1807_0_0,Father's age at death
